,ElectionDate,PartyCode,PartyName,RaceCode,OfficeDesc,CountyCode,CountyName,Juris1num,Juris2num,Precincts,PrecinctsReporting,CanNameLast,CanNameFirst,CanNameMiddle,CanVotes,election_year,election_type,election_stage,election_type_OG,TotalCanVotes,MaxVotesInRace,Won,RaceVoterPool,TotalCanVotes_County,RaceVoterPool_County
29,11/2/2010,REP,Republican,GOV,Governor,IND,Indian River,999,999.0,55,55,Scott,Carroll,/,27935,2010,General,general,General,2619335.0,2619335.0,1,5359735,27935.0,47403
30,11/2/2010,REP,Republican,GOV,Governor,JAC,Jackson,999,999.0,14,14,Scott,Carroll,/,7420,2010,General,general,General,2619335.0,2619335.0,1,5359735,7420.0,14942
31,11/2/2010,REP,Republican,GOV,Governor,JEF,Jefferson,999,999.0,15,15,Scott,Carroll,/,2455,2010,General,general,General,2619335.0,2619335.0,1,5359735,2455.0,6220
32,11/2/2010,REP,Republican,GOV,Governor,LAF,Lafayette,999,999.0,5,5,Scott,Carroll,/,1405,2010,General,general,General,2619335.0,2619335.0,1,5359735,1405.0,2502
33,11/2/2010,REP,Republican,GOV,Governor,LAK,Lake,999,999.0,103,103,Scott,Carroll,/,56790,2010,General,general,General,2619335.0,2619335.0,1,5359735,56790.0,101910
34,11/2/2010,REP,Republican,GOV,Governor,LEE,Lee,999,999.0,171,171,Scott,Carroll,/,107460,2010,General,general,General,2619335.0,2619335.0,1,5359735,107460.0,181901
35,11/2/2010,REP,Republican,GOV,Governor,LEO,Leon,999,999.0,165,165,Scott,Carroll,/,31328,2010,General,general,General,2619335.0,2619335.0,1,5359735,31328.0,99703
36,11/2/2010,REP,Republican,GOV,Governor,LEV,Levy,999,999.0,20,20,Scott,Carroll,/,7405,2010,General,general,General,2619335.0,2619335.0,1,5359735,7405.0,12731
37,11/2/2010,REP,Republican,GOV,Governor,LIB,Liberty,999,999.0,8,8,Scott,Carroll,/,1020,2010,General,general,General,2619335.0,2619335.0,1,5359735,1020.0,2195
38,11/2/2010,REP,Republican,GOV,Governor,MAD,Madison,999,999.0,11,11,Scott,Carroll,/,2794,2010,General,general,General,2619335.0,2619335.0,1,5359735,2794.0,6286
39,11/2/2010,REP,Republican,GOV,Governor,MAN,Manatee,999,999.0,127,127,Scott,Carroll,/,57459,2010,General,general,General,2619335.0,2619335.0,1,5359735,57459.0,105974
40,11/2/2010,REP,Republican,GOV,Governor,MRN,Marion,999,999.0,151,151,Scott,Carroll,/,61978,2010,General,general,General,2619335.0,2619335.0,1,5359735,61978.0,114361
41,11/2/2010,REP,Republican,GOV,Governor,MRT,Martin,999,999.0,46,46,Scott,Carroll,/,30416,2010,General,general,General,2619335.0,2619335.0,1,5359735,30416.0,54246
42,11/2/2010,REP,Republican,GOV,Governor,DAD,Miami_Dade,999,999.0,796,796,Scott,Carroll,/,204918,2010,General,general,General,2619335.0,2619335.0,1,5359735,204918.0,487888
43,11/2/2010,REP,Republican,GOV,Governor,MON,Monroe,999,999.0,33,33,Scott,Carroll,/,12608,2010,General,general,General,2619335.0,2619335.0,1,5359735,12608.0,26130
44,11/2/2010,REP,Republican,GOV,Governor,NAS,Nassau,999,999.0,20,20,Scott,Carroll,/,18275,2010,General,general,General,2619335.0,2619335.0,1,5359735,18275.0,26821
45,11/2/2010,REP,Republican,GOV,Governor,OKA,Okaloosa,999,999.0,52,52,Scott,Carroll,/,42200,2010,General,general,General,2619335.0,2619335.0,1,5359735,42200.0,60876
46,11/2/2010,REP,Republican,GOV,Governor,OKE,Okeechobee,999,999.0,18,18,Scott,Carroll,/,4453,2010,General,general,General,2619335.0,2619335.0,1,5359735,4453.0,8215
47,11/2/2010,REP,Republican,GOV,Governor,ORA,Orange,999,999.0,275,275,Scott,Carroll,/,117191,2010,General,general,General,2619335.0,2619335.0,1,5359735,117191.0,271926
48,11/2/2010,REP,Republican,GOV,Governor,OSC,Osceola,999,999.0,94,94,Scott,Carroll,/,24053,2010,General,general,General,2619335.0,2619335.0,1,5359735,24053.0,53395
49,11/2/2010,REP,Republican,GOV,Governor,PAL,Palm Beach,999,999.0,753,753,Scott,Carroll,/,151406,2010,General,general,General,2619335.0,2619335.0,1,5359735,151406.0,383853
50,11/2/2010,REP,Republican,GOV,Governor,PAS,Pasco,999,999.0,154,154,Scott,Carroll,/,70635,2010,General,general,General,2619335.0,2619335.0,1,5359735,70635.0,136558
51,11/2/2010,REP,Republican,GOV,Governor,PIN,Pinellas,999,999.0,371,371,Scott,Carroll,/,136657,2010,General,general,General,2619335.0,2619335.0,1,5359735,136657.0,303380
52,11/2/2010,REP,Republican,GOV,Governor,POL,Polk,999,999.0,166,166,Scott,Carroll,/,85693,2010,General,general,General,2619335.0,2619335.0,1,5359735,85693.0,160204
53,11/2/2010,REP,Republican,GOV,Governor,PUT,Putnam,999,999.0,55,55,Scott,Carroll,/,12438,2010,General,general,General,2619335.0,2619335.0,1,5359735,12438.0,21442
54,11/2/2010,REP,Republican,GOV,Governor,SAN,Santa Rosa,999,999.0,41,41,Scott,Carroll,/,34523,2010,General,general,General,2619335.0,2619335.0,1,5359735,34523.0,49743
55,11/2/2010,REP,Republican,GOV,Governor,SAR,Sarasota,999,999.0,157,157,Scott,Carroll,/,73089,2010,General,general,General,2619335.0,2619335.0,1,5359735,73089.0,145282
56,11/2/2010,REP,Republican,GOV,Governor,SEM,Seminole,999,999.0,126,126,Scott,Carroll,/,68351,2010,General,general,General,2619335.0,2619335.0,1,5359735,68351.0,131927
57,11/2/2010,REP,Republican,GOV,Governor,STJ,St. Johns,999,999.0,46,46,Scott,Carroll,/,47573,2010,General,general,General,2619335.0,2619335.0,1,5359735,47573.0,74754
58,11/2/2010,REP,Republican,GOV,Governor,STL,St. Lucie,999,999.0,80,80,Scott,Carroll,/,34321,2010,General,general,General,2619335.0,2619335.0,1,5359735,34321.0,75646
59,11/2/2010,REP,Republican,GOV,Governor,SUM,Sumter,999,999.0,45,45,Scott,Carroll,/,25845,2010,General,general,General,2619335.0,2619335.0,1,5359735,25845.0,41825
60,11/2/2010,REP,Republican,GOV,Governor,SUW,Suwannee,999,999.0,16,16,Scott,Carroll,/,8355,2010,General,general,General,2619335.0,2619335.0,1,5359735,8355.0,13405
61,11/2/2010,REP,Republican,GOV,Governor,TAY,Taylor,999,999.0,14,14,Scott,Carroll,/,3910,2010,General,general,General,2619335.0,2619335.0,1,5359735,3910.0,6628
62,11/2/2010,REP,Republican,GOV,Governor,UNI,Union,999,999.0,11,11,Scott,Carroll,/,1781,2010,General,general,General,2619335.0,2619335.0,1,5359735,1781.0,3578
63,11/2/2010,REP,Republican,GOV,Governor,VOL,Volusia,999,999.0,179,179,Scott,Carroll,/,77039,2010,General,general,General,2619335.0,2619335.0,1,5359735,77039.0,157444
64,11/2/2010,REP,Republican,GOV,Governor,WAK,Wakulla,999,999.0,12,12,Scott,Carroll,/,5439,2010,General,general,General,2619335.0,2619335.0,1,5359735,5439.0,10986
65,11/2/2010,REP,Republican,GOV,Governor,WAL,Walton,999,999.0,33,33,Scott,Carroll,/,12744,2010,General,general,General,2619335.0,2619335.0,1,5359735,12744.0,18876
66,11/2/2010,REP,Republican,GOV,Governor,WAS,Washington,999,999.0,16,16,Scott,Carroll,/,4993,2010,General,general,General,2619335.0,2619335.0,1,5359735,4993.0,8006
67,11/2/2010,DEM,Democrat,GOV,Governor,ALA,Alachua,999,999.0,69,69,Sink,Smith,/,43933,2010,General,general,General,2557785.0,2619335.0,0,5359735,43933.0,73961
68,11/2/2010,DEM,Democrat,GOV,Governor,BAK,Baker,999,999.0,9,9,Sink,Smith,/,2731,2010,General,general,General,2557785.0,2619335.0,0,5359735,2731.0,7924
69,11/2/2010,DEM,Democrat,GOV,Governor,BAY,Bay,999,999.0,54,54,Sink,Smith,/,15689,2010,General,general,General,2557785.0,2619335.0,0,5359735,15689.0,54997
70,11/2/2010,DEM,Democrat,GOV,Governor,BRA,Bradford,999,999.0,19,19,Sink,Smith,/,2983,2010,General,general,General,2557785.0,2619335.0,0,5359735,2983.0,8075
71,11/2/2010,DEM,Democrat,GOV,Governor,BRE,Brevard,999,999.0,179,179,Sink,Smith,/,80865,2010,General,general,General,2557785.0,2619335.0,0,5359735,80865.0,196391
72,11/2/2010,DEM,Democrat,GOV,Governor,BRO,Broward,999,999.0,791,791,Sink,Smith,/,271606,2010,General,general,General,2557785.0,2619335.0,0,5359735,271606.0,420531
73,11/2/2010,DEM,Democrat,GOV,Governor,CAL,Calhoun,999,999.0,18,18,Sink,Smith,/,1855,2010,General,general,General,2557785.0,2619335.0,0,5359735,1855.0,4296
74,11/2/2010,DEM,Democrat,GOV,Governor,CHA,Charlotte,999,999.0,80,80,Sink,Smith,/,23838,2010,General,general,General,2557785.0,2619335.0,0,5359735,23838.0,59381
75,11/2/2010,DEM,Democrat,GOV,Governor,CIT,Citrus,999,999.0,41,41,Sink,Smith,/,21596,2010,General,general,General,2557785.0,2619335.0,0,5359735,21596.0,54808
76,11/2/2010,DEM,Democrat,GOV,Governor,CLA,Clay,999,999.0,64,64,Sink,Smith,/,17246,2010,General,general,General,2557785.0,2619335.0,0,5359735,17246.0,63667
77,11/2/2010,DEM,Democrat,GOV,Governor,CLL,Collier,999,999.0,94,94,Sink,Smith,/,33408,2010,General,general,General,2557785.0,2619335.0,0,5359735,33408.0,102833
78,11/2/2010,DEM,Democrat,GOV,Governor,CLM,Columbia,999,999.0,25,25,Sink,Smith,/,7068,2010,General,general,General,2557785.0,2619335.0,0,5359735,7068.0,18905
79,11/2/2010,DEM,Democrat,GOV,Governor,DES,DeSoto,999,999.0,15,15,Sink,Smith,/,2887,2010,General,general,General,2557785.0,2619335.0,0,5359735,2887.0,6906
80,11/2/2010,DEM,Democrat,GOV,Governor,DIX,Dixie,999,999.0,10,10,Sink,Smith,/,2058,2010,General,general,General,2557785.0,2619335.0,0,5359735,2058.0,5239
81,11/2/2010,DEM,Democrat,GOV,Governor,DUV,Duval,999,999.0,256,256,Sink,Smith,/,120097,2010,General,general,General,2557785.0,2619335.0,0,5359735,120097.0,261785
82,11/2/2010,DEM,Democrat,GOV,Governor,ESC,Escambia,999,999.0,90,90,Sink,Smith,/,36873,2010,General,general,General,2557785.0,2619335.0,0,5359735,36873.0,95916
83,11/2/2010,DEM,Democrat,GOV,Governor,FLA,Flagler,999,999.0,35,35,Sink,Smith,/,14430,2010,General,general,General,2557785.0,2619335.0,0,5359735,14430.0,33476
84,11/2/2010,DEM,Democrat,GOV,Governor,FRA,Franklin,999,999.0,8,8,Sink,Smith,/,1945,2010,General,general,General,2557785.0,2619335.0,0,5359735,1945.0,4061
85,11/2/2010,DEM,Democrat,GOV,Governor,GAD,Gadsden,999,999.0,25,25,Sink,Smith,/,12067,2010,General,general,General,2557785.0,2619335.0,0,5359735,12067.0,16698
86,11/2/2010,DEM,Democrat,GOV,Governor,GIL,Gilchrist,999,999.0,10,10,Sink,Smith,/,1797,2010,General,general,General,2557785.0,2619335.0,0,5359735,1797.0,5382
87,11/2/2010,DEM,Democrat,GOV,Governor,GLA,Glades,999,999.0,13,13,Sink,Smith,/,1072,2010,General,general,General,2557785.0,2619335.0,0,5359735,1072.0,2785
88,11/2/2010,DEM,Democrat,GOV,Governor,GUL,Gulf,999,999.0,9,9,Sink,Smith,/,1779,2010,General,general,General,2557785.0,2619335.0,0,5359735,1779.0,5036
89,11/2/2010,DEM,Democrat,GOV,Governor,HAM,Hamilton,999,999.0,8,8,Sink,Smith,/,1865,2010,General,general,General,2557785.0,2619335.0,0,5359735,1865.0,3991
90,11/2/2010,DEM,Democrat,GOV,Governor,HAR,Hardee,999,999.0,12,12,Sink,Smith,/,1881,2010,General,general,General,2557785.0,2619335.0,0,5359735,1881.0,5220
91,11/2/2010,DEM,Democrat,GOV,Governor,HEN,Hendry,999,999.0,23,23,Sink,Smith,/,2743,2010,General,general,General,2557785.0,2619335.0,0,5359735,2743.0,6517
92,11/2/2010,DEM,Democrat,GOV,Governor,HER,Hernando,999,999.0,57,57,Sink,Smith,/,25127,2010,General,general,General,2557785.0,2619335.0,0,5359735,25127.0,58325
93,11/2/2010,DEM,Democrat,GOV,Governor,HIG,Highlands,999,999.0,25,25,Sink,Smith,/,11143,2010,General,general,General,2557785.0,2619335.0,0,5359735,11143.0,29847
94,11/2/2010,DEM,Democrat,GOV,Governor,HIL,Hillsborough,999,999.0,380,380,Sink,Smith,/,158995,2010,General,general,General,2557785.0,2619335.0,0,5359735,158995.0,317566
95,11/2/2010,DEM,Democrat,GOV,Governor,HOL,Holmes,999,999.0,8,8,Sink,Smith,/,1636,2010,General,general,General,2557785.0,2619335.0,0,5359735,1636.0,6054
96,11/2/2010,DEM,Democrat,GOV,Governor,IND,Indian River,999,999.0,55,55,Sink,Smith,/,17650,2010,General,general,General,2557785.0,2619335.0,0,5359735,17650.0,47403
97,11/2/2010,DEM,Democrat,GOV,Governor,JAC,Jackson,999,999.0,14,14,Sink,Smith,/,6898,2010,General,general,General,2557785.0,2619335.0,0,5359735,6898.0,14942
98,11/2/2010,DEM,Democrat,GOV,Governor,JEF,Jefferson,999,999.0,15,15,Sink,Smith,/,3606,2010,General,general,General,2557785.0,2619335.0,0,5359735,3606.0,6220
99,11/2/2010,DEM,Democrat,GOV,Governor,LAF,Lafayette,999,999.0,5,5,Sink,Smith,/,980,2010,General,general,General,2557785.0,2619335.0,0,5359735,980.0,2502
100,11/2/2010,DEM,Democrat,GOV,Governor,LAK,Lake,999,999.0,103,103,Sink,Smith,/,40400,2010,General,general,General,2557785.0,2619335.0,0,5359735,40400.0,101910
101,11/2/2010,DEM,Democrat,GOV,Governor,LEE,Lee,999,999.0,171,171,Sink,Smith,/,68041,2010,General,general,General,2557785.0,2619335.0,0,5359735,68041.0,181901
102,11/2/2010,DEM,Democrat,GOV,Governor,LEO,Leon,999,999.0,165,165,Sink,Smith,/,66477,2010,General,general,General,2557785.0,2619335.0,0,5359735,66477.0,99703
103,11/2/2010,DEM,Democrat,GOV,Governor,LEV,Levy,999,999.0,20,20,Sink,Smith,/,4711,2010,General,general,General,2557785.0,2619335.0,0,5359735,4711.0,12731
104,11/2/2010,DEM,Democrat,GOV,Governor,LIB,Liberty,999,999.0,8,8,Sink,Smith,/,1050,2010,General,general,General,2557785.0,2619335.0,0,5359735,1050.0,2195
105,11/2/2010,DEM,Democrat,GOV,Governor,MAD,Madison,999,999.0,11,11,Sink,Smith,/,3281,2010,General,general,General,2557785.0,2619335.0,0,5359735,3281.0,6286
106,11/2/2010,DEM,Democrat,GOV,Governor,MAN,Manatee,999,999.0,127,127,Sink,Smith,/,44284,2010,General,general,General,2557785.0,2619335.0,0,5359735,44284.0,105974
107,11/2/2010,DEM,Democrat,GOV,Governor,MRN,Marion,999,999.0,151,151,Sink,Smith,/,46449,2010,General,general,General,2557785.0,2619335.0,0,5359735,46449.0,114361
108,11/2/2010,DEM,Democrat,GOV,Governor,MRT,Martin,999,999.0,46,46,Sink,Smith,/,21946,2010,General,general,General,2557785.0,2619335.0,0,5359735,21946.0,54246
109,11/2/2010,DEM,Democrat,GOV,Governor,DAD,Miami_Dade,999,999.0,796,796,Sink,Smith,/,274638,2010,General,general,General,2557785.0,2619335.0,0,5359735,274638.0,487888
110,11/2/2010,DEM,Democrat,GOV,Governor,MON,Monroe,999,999.0,33,33,Sink,Smith,/,12577,2010,General,general,General,2557785.0,2619335.0,0,5359735,12577.0,26130
111,11/2/2010,DEM,Democrat,GOV,Governor,NAS,Nassau,999,999.0,20,20,Sink,Smith,/,7683,2010,General,general,General,2557785.0,2619335.0,0,5359735,7683.0,26821
112,11/2/2010,DEM,Democrat,GOV,Governor,OKA,Okaloosa,999,999.0,52,52,Sink,Smith,/,14499,2010,General,general,General,2557785.0,2619335.0,0,5359735,14499.0,60876
113,11/2/2010,DEM,Democrat,GOV,Governor,OKE,Okeechobee,999,999.0,18,18,Sink,Smith,/,3375,2010,General,general,General,2557785.0,2619335.0,0,5359735,3375.0,8215
114,11/2/2010,DEM,Democrat,GOV,Governor,ORA,Orange,999,999.0,275,275,Sink,Smith,/,147509,2010,General,general,General,2557785.0,2619335.0,0,5359735,147509.0,271926
115,11/2/2010,DEM,Democrat,GOV,Governor,OSC,Osceola,999,999.0,94,94,Sink,Smith,/,27469,2010,General,general,General,2557785.0,2619335.0,0,5359735,27469.0,53395
116,11/2/2010,DEM,Democrat,GOV,Governor,PAL,Palm Beach,999,999.0,753,753,Sink,Smith,/,223194,2010,General,general,General,2557785.0,2619335.0,0,5359735,223194.0,383853
117,11/2/2010,DEM,Democrat,GOV,Governor,PAS,Pasco,999,999.0,154,154,Sink,Smith,/,59098,2010,General,general,General,2557785.0,2619335.0,0,5359735,59098.0,136558
118,11/2/2010,DEM,Democrat,GOV,Governor,PIN,Pinellas,999,999.0,371,371,Sink,Smith,/,153865,2010,General,general,General,2557785.0,2619335.0,0,5359735,153865.0,303380
119,11/2/2010,DEM,Democrat,GOV,Governor,POL,Polk,999,999.0,166,166,Sink,Smith,/,68168,2010,General,general,General,2557785.0,2619335.0,0,5359735,68168.0,160204
120,11/2/2010,DEM,Democrat,GOV,Governor,PUT,Putnam,999,999.0,55,55,Sink,Smith,/,8237,2010,General,general,General,2557785.0,2619335.0,0,5359735,8237.0,21442
121,11/2/2010,DEM,Democrat,GOV,Governor,SAN,Santa Rosa,999,999.0,41,41,Sink,Smith,/,12371,2010,General,general,General,2557785.0,2619335.0,0,5359735,12371.0,49743
122,11/2/2010,DEM,Democrat,GOV,Governor,SAR,Sarasota,999,999.0,157,157,Sink,Smith,/,66551,2010,General,general,General,2557785.0,2619335.0,0,5359735,66551.0,145282
123,11/2/2010,DEM,Democrat,GOV,Governor,SEM,Seminole,999,999.0,126,126,Sink,Smith,/,59412,2010,General,general,General,2557785.0,2619335.0,0,5359735,59412.0,131927
124,11/2/2010,DEM,Democrat,GOV,Governor,STJ,St. Johns,999,999.0,46,46,Sink,Smith,/,25054,2010,General,general,General,2557785.0,2619335.0,0,5359735,25054.0,74754
125,11/2/2010,DEM,Democrat,GOV,Governor,STL,St. Lucie,999,999.0,80,80,Sink,Smith,/,38029,2010,General,general,General,2557785.0,2619335.0,0,5359735,38029.0,75646
126,11/2/2010,DEM,Democrat,GOV,Governor,SUM,Sumter,999,999.0,45,45,Sink,Smith,/,14060,2010,General,general,General,2557785.0,2619335.0,0,5359735,14060.0,41825
127,11/2/2010,DEM,Democrat,GOV,Governor,SUW,Suwannee,999,999.0,16,16,Sink,Smith,/,4417,2010,General,general,General,2557785.0,2619335.0,0,5359735,4417.0,13405
128,11/2/2010,DEM,Democrat,GOV,Governor,TAY,Taylor,999,999.0,14,14,Sink,Smith,/,2457,2010,General,general,General,2557785.0,2619335.0,0,5359735,2457.0,6628
129,11/2/2010,DEM,Democrat,GOV,Governor,UNI,Union,999,999.0,11,11,Sink,Smith,/,1667,2010,General,general,General,2557785.0,2619335.0,0,5359735,1667.0,3578
130,11/2/2010,DEM,Democrat,GOV,Governor,VOL,Volusia,999,999.0,179,179,Sink,Smith,/,73765,2010,General,general,General,2557785.0,2619335.0,0,5359735,73765.0,157444
131,11/2/2010,DEM,Democrat,GOV,Governor,WAK,Wakulla,999,999.0,12,12,Sink,Smith,/,5121,2010,General,general,General,2557785.0,2619335.0,0,5359735,5121.0,10986
132,11/2/2010,DEM,Democrat,GOV,Governor,WAL,Walton,999,999.0,33,33,Sink,Smith,/,5072,2010,General,general,General,2557785.0,2619335.0,0,5359735,5072.0,18876
133,11/2/2010,DEM,Democrat,GOV,Governor,WAS,Washington,999,999.0,16,16,Sink,Smith,/,2511,2010,General,general,General,2557785.0,2619335.0,0,5359735,2511.0,8006
134,11/2/2010,IDP,The Independence Party of Florida,GOV,Governor,ALA,Alachua,999,999.0,69,69,Allen,Zanni,/,1249,2010,General,general,General,123831.0,2619335.0,0,5359735,1249.0,73961
135,11/2/2010,IDP,The Independence Party of Florida,GOV,Governor,BAK,Baker,999,999.0,9,9,Allen,Zanni,/,159,2010,General,general,General,123831.0,2619335.0,0,5359735,159.0,7924
136,11/2/2010,IDP,The Independence Party of Florida,GOV,Governor,BAY,Bay,999,999.0,54,54,Allen,Zanni,/,1934,2010,General,general,General,123831.0,2619335.0,0,5359735,1934.0,54997
137,11/2/2010,IDP,The Independence Party of Florida,GOV,Governor,BRA,Bradford,999,999.0,19,19,Allen,Zanni,/,153,2010,General,general,General,123831.0,2619335.0,0,5359735,153.0,8075
138,11/2/2010,IDP,The Independence Party of Florida,GOV,Governor,BRE,Brevard,999,999.0,179,179,Allen,Zanni,/,6181,2010,General,general,General,123831.0,2619335.0,0,5359735,6181.0,196391
139,11/2/2010,IDP,The Independence Party of Florida,GOV,Governor,BRO,Broward,999,999.0,791,791,Allen,Zanni,/,5673,2010,General,general,General,123831.0,2619335.0,0,5359735,5673.0,420531
140,11/2/2010,IDP,The Independence Party of Florida,GOV,Governor,CAL,Calhoun,999,999.0,18,18,Allen,Zanni,/,156,2010,General,general,General,123831.0,2619335.0,0,5359735,156.0,4296
141,11/2/2010,IDP,The Independence Party of Florida,GOV,Governor,CHA,Charlotte,999,999.0,80,80,Allen,Zanni,/,2434,2010,General,general,General,123831.0,2619335.0,0,5359735,2434.0,59381
142,11/2/2010,IDP,The Independence Party of Florida,GOV,Governor,CIT,Citrus,999,999.0,41,41,Allen,Zanni,/,2225,2010,General,general,General,123831.0,2619335.0,0,5359735,2225.0,54808
143,11/2/2010,IDP,The Independence Party of Florida,GOV,Governor,CLA,Clay,999,999.0,64,64,Allen,Zanni,/,1250,2010,General,general,General,123831.0,2619335.0,0,5359735,1250.0,63667
144,11/2/2010,IDP,The Independence Party of Florida,GOV,Governor,CLL,Collier,999,999.0,94,94,Allen,Zanni,/,1793,2010,General,general,General,123831.0,2619335.0,0,5359735,1793.0,102833
145,11/2/2010,IDP,The Independence Party of Florida,GOV,Governor,CLM,Columbia,999,999.0,25,25,Allen,Zanni,/,521,2010,General,general,General,123831.0,2619335.0,0,5359735,521.0,18905
